text,labels,language
Me acabo de dar cuenta q a mi si me pueden dedicar la de deja vu🥲,3.0,Spanish
@user qn pudiera,1.0,Spanish
Acción y evaluación - Mujeres en la Ciencia y la ingeniería. #SERVICIOSOCIALUNADISTAENCASA @user http,1.0,Spanish
@user los fanarts son demasiado hermosos me terminaron lavando el cerebro 😩😩,2.8,Spanish
@user Todo bien bestie solo estoy emocionadaaaa,3.2,Spanish
@user Las 2 mientras haya pasión explosiva todo bien,3.2,Spanish
@user saludos tambien soy de valle de chalco,1.75,Spanish
A las unica mujeres que le tengo miedo son 1: A mi Mamá 2: A las que crecieron viendo puca 🤷🏽‍♂️,1.8,Spanish
Tengo sentimientos encontrados que no sabía que buscaba.,4.0,Spanish
"Wn dejen disfrutar las fotos en paz, Las fotos no son de ss, Son de fansites que no es nada que ver",3.0,Spanish
@user 🤠🤠🤠,1.0,Spanish
@user y yo no tengo poto soy un viejo pelado,2.8,Spanish
Dice que está de acuerdo con el paro pero que le da miedo que me pase algo😭😭,3.4,Spanish
hoy es de esos días que no me soporto ni yo misma,4.0,Spanish
Y bue ya hay que acostumbrarse 🤷🏻‍♂️,2.25,Spanish
"@user Abrís obs y te pones a hablar, te buscas algunas noticias y tenes los temas, el restó es ir agarrando la mano",1.75,Spanish
@user Buenos días 😉,1.6,Spanish
Ya no voy a salir gn,3.25,Spanish
me dormí con los pupilentes sufro,2.75,Spanish
llegué al fin 🙏🙏 me voy a dormir,2.25,Spanish
"@user sí, pero ojo amix no le digas nada por que ella es mala y edgy 😔😥",2.75,Spanish
"🔔 Los Simpsons, los Minions: ¿Por qué son amarillos?... http",1.0,Spanish
mi niña no se cansa de dar la cara por esta familia,3.0,Spanish
@user Jajajajajajaja pero esos temas son interesantes me gusta la gastronomía y bueno PS que se puede decir del sexo,2.8,Spanish
@user @user Yo también vi algo así. Tremendo.,1.6,Spanish
@user Que lindoooo disfruta muchísimo,2.75,Spanish
Se te olvidó que tú y yo nos dimos un beso después de habernos despedido,4.2,Spanish
Quiero volver al momento en el que nos peleábamos porque PPK hizo una sesión de entrenamiento en Palacio. http,1.6,Spanish
@user ¿estás bien nenita?,3.0,Spanish
diciembre http,1.0,Spanish
@user Quiero 🤤,3.0,Spanish
"@user Totalmente. Igual, si algún día podés leer los libros, hacelo.",2.0,Spanish
Recordad que si los Señoros os ponen de estereotipo negativo de vuestro colectivo es que estáis haciéndoles pupa.,2.4,Spanish
"@user JAJAJAJA gracias anónimo, es de mis canciones favoritas🥺❤",2.0,Spanish
@user hermoso cuerpo,4.2,Spanish
Hay gente que deja el micrófono abierto y parece que trabajaran al lado de una licuadora prendida.,2.2,Spanish
@user Huevos,1.75,Spanish
@user El tema es q los q están NO DEJANDO JUGAR son las autoridades chilenas ... o sea haciéndonos weones nosotros mismos,1.4,Spanish
@StratCons No lo creo el Pejendente tendrá otros datos,2.0,Spanish
@user que huevada hizo,1.2,Spanish
@user @user Habría que charlar diría yo. Jeje,2.25,Spanish
@user menudo,1.0,Spanish
"@user Si, fueron Jaguares... podrían confirmar el marcador?",1.2,Spanish
¿Porqué me gusta autohumillarme?,4.0,Spanish
@user esq alamadre intimidan y ese pedo está bueno,3.0,Spanish
@user @user Completamente de acuerdo .,1.6,Spanish
"@user @user Claro, como con Piñera, el mal menor...",2.0,Spanish
si padre ya vimos que cayeron truenos cállate alv,2.6,Spanish
Soy un pedazo de mujer y nadie me va a hacer sentir lo contrario,3.25,Spanish
"@user @user No vos, no tiene nada de nada de azúcares ni nada es una total farsa...🙄",1.25,Spanish
@user Me cago en los petardos 🧨 de la madre que lo pario a él y todos los hp que estaban allí jodiendo el parto 🚨🚨🚨,4.25,Spanish
"@user Equipos grandes a nivel nacional, fuera todos somos chicos, y hay que trabajar para crecer afuera.",1.0,Spanish
"@user Casualidad yo pensando: ""Coño el Capitán no me felicitó"" y Zas!! Vi el Mensaje! 🤣✊🏼🇻🇪 ¡NOSOTROS 🇻🇪 VENCEREMOS!",1.2,Spanish
"Se esfumo como humo en el aire, y se fue de mi corazón como si no fuera nadie💔....",3.4,Spanish
@user Es cojonuda y me jodió mucho en su día que no hiciesen la 3,3.0,Spanish
"Eriksen, a sus compañeros: “Creo que están peor que yo” http",1.4,Spanish
Vivimos en un mundo tan dañado que cuando llega una persona demostrando cosas buenas creemos que no lo merecemos,2.8,Spanish
@user no sé estamos hablando pero todavía no,2.4,Spanish
@user @user Yo te quiero más ❤️,3.5,Spanish
Los jugadores que recuperaría Tigres para el partido de repechaje ante Atlas http http,1.0,Spanish
@user Ke mire para arriba por si le cae una maceta o algo. Es broma compi. Todo va a salir de lujo y vais a trabajar mucho y bien.,3.6,Spanish
Alguien que se quiera juntar conmigo? Masolo estoy :(,3.2,Spanish
Zidane cada vez que hoy ataque el Huesca. http,1.0,Spanish
Voto por Enrique Iglesias en #Gira 9 en los #LatinAMAs 2022,1.4,Spanish
@user Pero es que además fíjate. http,1.5,Spanish
Paren todo ¿Alguien escucho el poema de la señorita bustier en efímero??,2.0,Spanish
@user @user Increíble Polombia y BOBOMBIA en todo su esplendor para el mundo entero,1.25,Spanish
A por la 14 carajo!!!!,1.0,Spanish
Hoy fui ala escuela no entendo nada ingles picki inglich out escuela en cualquier momento abandono,3.0,Spanish
@user No lo sabes tú bien.....,2.0,Spanish
@user Ni la O con un canuto xD,1.25,Spanish
"Día 1 de la dieta: habian 7 chocolates en la nevera, solo me comí 1. Anotación: dejar el dulce no es tan fácil",2.4,Spanish
Espiina me ha hecho madrugar para ir a comprar churros. Empieza bien el año😴😴😴 Vosotros que tal?,1.8,Spanish
Cuatro horas de catarsis: el día que las víctimas 'okuparon' la Conferencia Episcopal http a través de @eldiarioes,1.0,Spanish
"Amor eterno a l@s amig@s que están en las buenas, en las malas, con las que podemos echar chisme pero también hablar de lo que nos duele.💘",3.8,Spanish
sufro sin razón,2.0,Spanish
@user la falda se te ve mejor 🤤🔥❤️😋,3.8,Spanish
@user Bienvenido a Bordo!!,1.25,Spanish
"Buenos días, hoy conduce el mejor piloto de la historia de este deporte. http",1.2,Spanish
🍏 “Duda de todo. Encuentra tu propia luz.” - Buda,1.2,Spanish
Más de mí ex compañero http,2.8,Spanish
@user @user Jeje qué concho mae. Pero es cierto,3.2,Spanish
@user Oleeee felicidades ❤❤ yo tengo el miércoles que viene el práctico 😬,3.2,Spanish
"Not me diciéndole “Quique” al Ingeniero que todos llaman “Henry”, jajaja 🤌🏼",2.5,Spanish
Siii mis bebés ya están bien 😭😭 @BTS_twt http,1.4,Spanish
y la que me gusta está arrunchada o tambiem chupando frío? );,3.8,Spanish
"@user Las cosas Nórdicas, ensambladas en Tierra del Fuego,pero chipeadas por la Cámpora quedan como el ort@o... http",1.0,Spanish
"extraño al de antes, tú, pero el de antes",3.8,Spanish
@RealMataLo14 Eso cabron que bueno!! Solo cambia tu foto de perfil q parece que traes playera de chivas jajajaja,2.2,Spanish
Buenos días 🌻😗 así amanecí hoy ☺️☺️ recuerden tengo mucho contenido en venta 😏 http,3.4,Spanish
Siempre que insisto me sale mal así que basta,2.8,Spanish
HILO CANAL FIESTA CRISTIna 💓 Voto por @RosaLopez para el #N1CanalFiesta9 con #SiNoTeVuelvoAver @canalfiesta @dominguezja 35,1.0,Spanish
@user Igualmente feliz año nuevo pana http,3.5,Spanish
esta para que mi novio se la juegue cn los chambuchitos de migaaa,3.333333333333333,Spanish
@AndresPastrana_ @IvanDuque @JoeBiden No es q le pida perdón a maduro progresivo q do como un culo,1.0,Spanish
🙇‍♂️ 3 enfermedades que quizás hemos olvidado gracias a las vacunas http,1.2,Spanish
Oigan habrá una posibilidad de ver a louis pero que no sea en el aeropuerto o en su hotel??,2.0,Spanish
@user @user Yo Vi un momento antes del partido en dónde se ve al entrenador de Uruguay estrechando su mano con el árbitro 👀,1.2,Spanish
"@user Muchas, muchas graciaaas, te quiero 🥺💕",4.2,Spanish
Sígueme y te sigo bebe 🔥 🔥 👥,2.4,Spanish
Exijo mucho porque soy capaz de dar el doble.,3.0,Spanish
"@user Oye me interesa tu pefil, manda DM ya que yo no puedo mandarte, para llegar a un acuerdo",2.8,Spanish
"Zavala jugadorazo pero se nota que está falto de confianza y como no, si un muerto con más rojas que goles y asistencias juega más que tu",1.4,Spanish
"""Levítico 8:6 Moisés mandó entonces que Aarón y sus hijos se acercaran y los lavó con agua. ""#Biblia http",1.0,Spanish
@user es del jewel👀,1.8,Spanish
"@user @user @AlvaroUribeVel Escucha bien, la declaración dice para complacer un gobierno, quieres más",1.2,Spanish
Y yo q ya me estaba alistando para ir 🤦🏻‍♂️ Ven porque uno a veces duda 🤦🏻‍♂️🤡,2.4,Spanish
por favor muevan el culo necesitamos más,2.4,Spanish
@user Yo ya iba a dormir JAJAJJA me quedaré esperando un rato si es que no me duermo 🛌,1.4,Spanish
@user Tamos en contacto babyyyyy ya sabes graciasss,2.8,Spanish
@user @user @user Y la otra que hizo aparte de apoyar y promover terapias de conversión,1.2,Spanish
"@user Desde luego los jóvenes, en 3-4 años han mutado... y o digo con conocimiento de causa. Ni estudian ni quieren trabajar.",1.5,Spanish
@user ¡ Que cosas !,1.2,Spanish
@user a ver si se van a tomar por culo el madrid,1.8,Spanish
"Empezamos el año por todo lo alto, y es que estamos imparables. ¡Vamos a ello! 👏👏 http",1.8,Spanish
@user Y porque culpas a AMLO de que tú mierda cerebral?,2.25,Spanish
@user @user @user @user Graaaacias por el premio de la semana pasada! Aguante ustedes y Carlos Verdini ✌💪,1.75,Spanish
Estaba pensando en escribirle casi lo mismo del año pasado pero recordé que se me olvidó 😃🔫,3.0,Spanish
Pues cojo el segundo examen ee la mañana con mi crush (es una reposición) #NotLuckyButBlessed,2.2,Spanish
eso no decía mi horoscopo,2.4,Spanish
"Este domingo, @user @user @user y @DiegoGolombek en Biblioteca iP. A las 17, por @user http",1.5,Spanish
#4Ene | Simonovis: Haré mi mejor esfuerzo para que el destino de Luisa Ortega Díaz sea de persecución y cárcel 🇻🇪 http,1.8,Spanish
91 años de ejemplo y de Victorias #RaulEsRaul #RaulPorSiempre @user http,1.2,Spanish
@user Oroz: Con chacamacfut me hice la casa,1.6666666666666667,Spanish
@user y que están 2-1 abajo.☺,1.0,Spanish
#EDLP El puntero del Grupo C va a entrenar este miércoles a las 10.00 en CB.,1.75,Spanish
@user Queres saber como termina el manga?,2.0,Spanish
A dónde se va cuando los brazos que se fueron son los únicos por los que querías ser abrazado?,3.75,Spanish
"Detalles de la 4a fecha en las categorías mayores (Divisionales A y B), sub-19 y sub-16. http http",1.0,Spanish
@user Un bombón riquísimo,3.2,Spanish
Excelente Italia solidarizándose con la clase obrera e inmigrantes de Qatar diciendo NO al Mundial.,1.75,Spanish
@user Vamos jorge así con animo 💪,1.8,Spanish
@user Calla delincuente,1.2,Spanish
"Saludos para tod@s, feliz 2022,qué éste nuevo año sea de reflexión.",2.25,Spanish
Hoy amanecimos con toda las buenas vibras a vender mi ropa.😎,1.25,Spanish
"@user es el más feo de los tres, el de chocolate gana",2.6,Spanish
no soy capaz de escribirle a nadie estando borracha sjsjjssj,3.0,Spanish
@user Gm igualmente,1.5,Spanish
Vendo mi alma por el concierto de DY pero voy de todas formas,3.0,Spanish
@user ahora*,1.0,Spanish
"Díganle a mi ex q no sea rata, q me devuelva mi celular y mi pasaporte:/",4.6,Spanish
@user Otras dos editoriales con monólogos de humoristas. Se están pasando.,1.2,Spanish
Que las cosas se sientan diferentes y de otra manera es todo lo q esta bien :),3.4,Spanish
@user No compita con nadie …,1.4,Spanish
"wn yo dándole fav los tuits a alguien como tonta pero me dio unf, F",3.2,Spanish
Estos son los 10 podcast más escuchados de Spotify Uruguay este día http,1.0,Spanish
"Como vas a poner la excusa de las lesiones y el doping para irte, si fue el club quien te banco más",2.5,Spanish
Aquí estuvieras quitandome el sueño pero te freseas 🥵 http,4.2,Spanish
@user suena más tentador que me atropellen,2.75,Spanish
"@user vamos a ulises, un baile como la gente",2.0,Spanish
@user Muchas gracias bebe te quiero muchísimo ✨🥰,4.0,Spanish
El Manchester City perdiendo tiempo en el Metropolitano. Gracias Diego Pablo Simeone. Gracias Atleti.,1.0,Spanish
@user @user @user eso mucha respuesta y poco tuit,1.6,Spanish
@user Calle y deme un poco de su don para centrarse en una sola historia XD,2.2,Spanish
Es que me sentí como si tuviera expectativas puestas en mi de que le diera nietos. Y NO VA A PASAR. No pienso convertirme en una criadora.,4.6,Spanish
@user te amo tienes toda la razón del mundo,3.6,Spanish
"@user Prostitución, pornografía y fuegos artificiales, he leído por ahí.",1.75,Spanish
En la biblia lo decía “NACIÓN CONTRA NACIÓN” terrible lo que está pasando 💔,1.4,Spanish
"@user @user Con la presencia del APRA, esa marcha ya no tiene legitimidad, peor si pagan 😑😑😑",1.2,Spanish
@user Qué mujer hermosa que sos Viviana. Por como sos y por como pensás. Saludos y cariño desde Uruguay,3.0,Spanish
"No me hace falta llenar vacíos con gente, yo sé estar sola.",2.6,Spanish
@user @user A ver si vuelve 🙄🙄,2.8,Spanish
@user No es culpa mía que no maneje los esfínteres jajaja.,2.6,Spanish
Desde el año pasado que no como ☹️,3.0,Spanish
"@user @user @user @user Les compré una sola vez, con la experiencia fue suficiente.",2.4,Spanish
@user es normal que la gente no educada estrictamente en ese ambito se comunique con estilistas,1.4,Spanish
"Ignoro por que cayó Spotify, pero sí sé por qué cayó Discord: Lo tiré yo harto de que le funcionase a todo el mundo de maravilla menos a mí.",1.0,Spanish
@user Muchos a Truth y él lo sabe. http,1.75,Spanish
"@user @IKEASpain Jooooder,llevo tiempo pensando en pillar una, pero viendo esto y a otra gente que le ha pasado paso🤣",3.4,Spanish
nadie: un reventao a las 7 de la mañana: http,2.0,Spanish
@user @user Aquí te espero 😚,3.8,Spanish
@user @user sabes q piensolo mismo q vos con 16 años pueden ir a votar pero si hacen un delito no van presos,1.6,Spanish
@user Feliz Cumpleaños 🎂 Y que sean muchos más,2.8,Spanish
Todo era más fácil cuando fingía q quería ser deportista,1.8,Spanish
Y vaya que tengo muchos... 🍃🖖,2.0,Spanish
@user ole oleee un día de estos jugamos y le hacemos fotos a tu shogun con mi yae 👩‍❤️‍💋‍👩,3.4,Spanish
Hoy,1.0,Spanish
Se me parte la cabeza diosss,1.8,Spanish
@user Con estos números Tinelli no vuelve ni en agosto 😬,1.25,Spanish
@user Llevame con vos mejorr🥺,2.6,Spanish
Si no regreso en una hora me morí,3.0,Spanish
"@user @user no irónicamente les harías un favor poniendo un c4 en ese ""estadio""",1.4,Spanish
@user Me juego un huevo y no lo pierdo a que es podemita.,1.5,Spanish
"Me dijiste que me darías una de las mejores cogidas de mi vida! Déjame decirte que no fue de las mejores, fue LA MEJOR!! 🔥🔥🔥",5.0,Spanish
"Parce he cambiado tanto que me emputa que me digan; ay pero si antes hacías eso, antes hacías lo otro 😤 chupenlo",4.0,Spanish
"Tengo depresión post concierto, déjenme sola",2.0,Spanish
"Mi Mafercita me dijo que soy pura luz y con ese comentario me hizo muy, pero muy feliz 🥺✨",3.6,Spanish
Gobierno trás Gobierno y seguimos en las mismas. #YoVotoPetroPresidente http,1.2,Spanish
Para qué hijueputas,2.0,Spanish
Quizá llevabas razón.,2.2,Spanish
@user te voy a seguir 🤝,1.2,Spanish
@user Ahora si a lo que mejor sabe hacer: Business in the USA,1.0,Spanish
hey el día esta bien caliente cómo yo 😈🙈💴 http,4.4,Spanish
"""La vida es puta como en un guión escrito por los Coen, asuntos turbios como en el golfo de Yemen, oculto y sofisticado como un haiku""",2.2,Spanish
Lo único que me gusta de venir a SLP es cuando me voy,3.6,Spanish
hazte caso cuando algo no te vibra.,1.6,Spanish
@todonoticias Para que se sacan el barbijo,1.6,Spanish
@user Solo quiero ser feliz por un breve instante,3.4,Spanish
@user Felicidades. Nobleza italiana en las pampas.,1.6,Spanish
0 dignidad.,2.8,Spanish
"@user @user Listo, RT y Fav, y ahora qué? Dónde los consigo?",1.8,Spanish
@user A quién no les gusta ese tipo de almohadas? Hasta relleno extra tienen 🥰,3.25,Spanish
@user Voy,2.2,Spanish
@user ups le faltó uno😛,1.4,Spanish
"@user Cederá lo que le mande el ""Emperador"". Lee las declaraciones de M. Otero Novas.",1.0,Spanish
@user @user Yo esperaba como aczino pero me lesioné la rodilla 🥲🔪,1.2,Spanish
"mis compañeros tienen tw, q miedo",2.4,Spanish
@user Y menos si las llevas tu! 🔥🔥🔥,3.25,Spanish
"/ una preguntita, @user",1.25,Spanish
dámelo a mi 😁-🦭,2.75,Spanish
Los nuevos socios de Petro del partido liberal. Que incoherencia y populismo. Miren la joya http,1.2,Spanish
"Me gusto como salieron mis pechos, espero a ti igual :3 🤍 http",4.8,Spanish
@user Me desespera ver que soy el único preocupado por eso en el mundo. No hay nada en todo internet.,1.8,Spanish
¿Cómo escribes personajes mujeres siendo hombre? @user autor de CÓMICS MEXICANOS responde. http,1.6,Spanish
@user @PedroCastilloTe Hasta que te funcionó el cerebro ...,2.0,Spanish
"@user Poco y nada, heredé todo de mi abuela paterna. Soy una versión más joven de ella. Salí ganando en todos los rubros 🤣😂🤣",3.4,Spanish
🍁 Verdadero o Falso❓ ➽ Todas las termitas del mundo juntas pesan 10 veces mas que todos los humanos juntos. 🐜⚖️👬,1.0,Spanish
@user No tengo su número,2.6,Spanish
@user En DM me hice las 40 kills corriendo con Vandal. Sigue estando igual,1.0,Spanish
@user las dos,1.0,Spanish
@user Este señor va a hacer el Versus XIII sí o sí.,1.2,Spanish
q vergüenza como m trataban y yo quería seguir ahí,3.8,Spanish
Cuando le escribo al tóxico y me deja en leído: http,2.5,Spanish
"@user Jajaja más pendejos estos chilenos, aplaudiendo semejante estupidez",2.6,Spanish
q paja sobrepensar esto,3.0,Spanish
@user Hola,1.8,Spanish
Amo como ama el amor. No conozco otra razón para amar que amarte. ¿Qué quieres que te diga además de que te amo? Fernando Pessoa,3.0,Spanish
el romance no es mi área,2.8,Spanish
@user Que vuelva el feminismo radical,1.4,Spanish
[4/1 21:27] : tenés que pensar en vos [4/1 21:27] : no está mal ser egoísta algunas veces,2.6,Spanish
Olv se puso intenso los oscars,1.2,Spanish
@user No la finalidad es crear el caos.,1.8,Spanish
@user Creo que sí estamos hablando de lo mismo jajaa,2.0,Spanish
Tengo miedo pero... FONZI TIENE AGUANTE!!! #MasterChefArgentina,1.8,Spanish
@user ¿me etiquetas porfa?,2.8,Spanish
Por fin es hoy!!!,1.6,Spanish
@Cooperativa @user Por esa zona está Dominga? Es una señal de la madre tierra🙏,1.6,Spanish
"Pol de 5, conducción. Es por ahí.",1.0,Spanish
Buenas @user propongo y quiero escuchar Levantaremos al Sol de Álvaro de Luna en las #FavoritasLacyberadio #YoEscuchoLacyberadio 63,1.0,Spanish
"@user De lo mejorcito que hay, con crema de Orujo también funciona",1.6,Spanish
@user Pregunto****,1.0,Spanish
Después de un año volví a trabajar de noche en el bar! Nunca más jajajajaja me liquidaron,3.6,Spanish
"no era lo mejor para los dos, era lo mejor para mi",3.2,Spanish
Aveces las personas ven el error en los demás pero no en ellos mismos 🙃,2.25,Spanish
"@user Con torrijas de mi madre, en realidad.",1.4,Spanish
Bueno a buscar un anime para la cuaresma.,2.0,Spanish
@user Es buenísimo 😂😂😂😂,2.0,Spanish
"@user El Pekka, pero sin dudarlo.",1.5,Spanish
@user Que pendeja persona. ¿Y donde preferirías vivi?? En un lugar en cuba o en EU. Es para una tarea.,1.8,Spanish
"ya me voy a mimir,ojalá no despierte 😭",4.25,Spanish
extraño mucho a mis amigos,3.8,Spanish
@user Muy buenas fotos 🥰🥰🥰,2.6,Spanish
"@user @PAN_CDMX Muy lejos de los 30 millones de 2018, dentro de los 15 millones que ya no votaron, estoy yo",1.0,Spanish
vivimos esperando que reaccione primero el otro,2.0,Spanish
@user Me dejó verlo,2.25,Spanish
@user Madre bajón en el centro de Caracas!!!,2.0,Spanish
"Pa mi hay que hacer la cuarentena en la casa del que tenga piscina, el whisky lo llevo no hay drama",2.0,Spanish
"es la más preciosa, la amo http",3.2,Spanish
Dale ahí escucho por 8 minutos a un pelado 💤,2.0,Spanish
¿Que si estoy cachondo? Siempre.,4.8,Spanish
@user Puedo ser tu asistente si quieres,2.8,Spanish
@user El dinero papel sigue siendo una reserva de libertad individual aunque le duela a la UTDT y al partido socialista europeo.,1.0,Spanish
que mal m siento,3.8,Spanish
¿Me explican porqué tengo que usar tapa para hacerme hasta un simple buebito? Hablo en serio.,1.25,Spanish
@user sal d ahí bonita 🙏🏻,3.4,Spanish
de que lado estoy ? ni idea gordi yo me hago un cafecito y entro a twitter a disfrutar como se bardean entre todos,2.6,Spanish
"No se si me caga más la gente que escribe ""güey"" o los pendejos que escriben ""Méjico""",1.8,Spanish
"@user Buenos días guapa, que tengas un hermoso y brillante Miércoles. Besitos y abrazos guapa. http",3.2,Spanish
Al fin tengo trabajo y estoy bien happy 🥹🫶🏽,3.0,Spanish
@jotajordi13 @jotajordi13 supongo que le sumarás esa asistencia a Pedri 🤡🤡🤡🤡,2.5,Spanish
@user 🍼🍼,1.25,Spanish
@user En mi ciudad mañana también,1.4,Spanish
"@Jonatan_Pena Cómo estás Jonatan te conocí en Philadelphia , trabajé como jefe operativo en Querétaro me gustaría hablar",4.5,Spanish
@user de todas un poco,1.4,Spanish
"@user @user @user @user @user @user Un capo, una buena persona! Así los quiero.",3.4,Spanish
@user Ud no solo tiene cara de weon si no que es aweonao !!!!!,2.2,Spanish
no t imaginas cuánto t quiero ni cuánto me odio x hacerlo,4.0,Spanish
La policía británica entregó a la embajada argentina el DNI de un veterano de Malvinas http http,1.0,Spanish
@user Buenos días Yolanda feliz año 😘😘,3.75,Spanish
@user salven a los civiles de Ucrania #Peace4Ukraine d,1.0,Spanish
"Tuitis, hay alguna forma de reducir el tamaño de las fotos que tengo en el móvil sin bajarme una app para hacer esto mismo? Tengo un Huawei.",1.6,Spanish
@user Es hermoso. 💜,2.8,Spanish
cool y pretty please son las mejores canciones del mundo entre otras muchas &lt;3 @user,2.6,Spanish
Están pasando cositas interesantes en Telegram. 🤩🤩,2.4,Spanish
@user @user ¿Quién podría tener el interés para interponer semejante amparo?,2.2,Spanish
Qué pasó muchachos se equivocaron hoy con los parlantes que están sonando las canciones de la 12? Ya es muy evidente hermano 🤣,2.8,Spanish
Logra FGEO sentencia histórica de 45 años de prisión contra agresor sexual de una menor de edad de la Cuenca http,2.2,Spanish
cabrón mi yo de hace 4 años estaría tan orgulloso de mí que estoy aquí llorando pensando en eso nada más,4.2,Spanish
La diputada Andrea Chávez no es más bruta porque no es más grande patética está pobre vieja,1.6,Spanish
"@user @user JAJJAJAJAJAAJJA las que seamos no importa, hay más invitados JAJAJAJAJA",2.8,Spanish
La que me pone las uñas siempre me hace cosas chidas 🥺❤️ http,2.6,Spanish
@user @user Felicidades Codochile! Espero que la pases bien campeon!! Un abrazo.,2.8,Spanish
@user Lo triste es quedarse sin partido por el que presentarse y ser la culpable de su demolición.,1.5,Spanish
@user X2 pero para que me coja 😂🧡,4.4,Spanish
Siempre subían algo cada terminar concierto juntos es que los extraño http,3.25,Spanish
"@user Al telf a mi me dicen lo mismo, cuando cuelgo ya vuelvo a ser la niña del exorcista",1.2,Spanish
@user Podrias haberlo perdido y que luego tu madre te mandase como se lo hizo en 3 intentos,3.0,Spanish
@user Están siendo muy locas el 95% de las respuestas… 😅😅,1.2,Spanish
Cada vez reafirmo mi teoría de que si querés que algo salga bien tenes que hacerlo vos mismo,2.6,Spanish
@user Lo estarás.,1.4,Spanish
"@AntonioAttolini @user Te pintas solo, no solo eres una agarra bolas sino también las chupas",3.6,Spanish
@user Tienes una nueva notificación del servicio (C-3),1.0,Spanish
Tú me mientes en la cara y yo me vuelvo ciego,3.5,Spanish
El parlamento abierto fue un ejercicio útil para escuchar especialistas y ciudadanos. De ello derivó la propuesta de Va x México.,1.0,Spanish
"No soy la más linda,ni tengo el mejor cuerpo, pero soy esa mina que va estar apoyándote en todas siempre.",3.2,Spanish
@user @user desde que nací,1.2,Spanish
A lo bien... La que siempre estuvo rodeada de bandidos fue Teodora... http,2.0,Spanish
@user Súper sarcástico y la gente ni lo coge,2.4,Spanish
Creo que en lo que agarro cuerpo para OnlyFans😬😅🥵 comenzaré con fotos de patas...🤭😏🤪😎🦶🦶,3.6,Spanish
@user @Pajaropolitico 2. Se podria hacer una peticion en http,1.0,Spanish
¡Me encantan! http,1.2,Spanish
☀️ El origen del Día del Padre y cómo se celebra en otros países... http,1.0,Spanish
Chavismo pide reconocimiento para retomar intercambios petroleros con EEUU http #NoticiasdelDía http,1.0,Spanish
@user @user @user Van a superar a las Candem y los hijos de los Elbar en gilipolleces,1.4,Spanish
@user @user Tenía 2 años recién.,2.5,Spanish
"@AngeldebritoOk Hace tiempo que estás derrapando, Vernaci....",3.0,Spanish
"- Oye, te mando saludar Frida. - ¿Cuál Frida? - La que te da una mordida. http",3.5,Spanish
@user @user @user Pensar esta bien depende en que sobrepensar siempre esta mal,1.75,Spanish
hay,1.0,Spanish
Soy la otra y me da celas JAJAJAJA wtf ?,4.2,Spanish
"@user re genial, no sabía de la existencia de esa cuenta help",1.25,Spanish
@BrunoPont Inédito comoite pa le gusta el vyrorei,1.75,Spanish
Me importa una hectárea de pingüinos con el pico afuera lo que pase con la #ConvencionConstitucional Sigan ganando Plata EASY!,1.6,Spanish
Necesidad de tu espíritu y tu presencia ❤️‍🔥🙏🏻,3.5,Spanish
Este año creo que fui la preferida de Dios❤️❤️❤️❤️,2.8,Spanish
odio Aleks pero esta satisfacción me mantiene ahí http,2.5,Spanish
@user Tengo que avanzar más de momento lo único que he hecho es llevarla con su hermana,3.4,Spanish
te extraño pero no te hablo ni en pedo,3.6,Spanish
@user Depedida (Goodbye) 2021 The Blue Bus y su edición de despedida del año 2021! http,1.6,Spanish
"Xavi habla de Dembélé: “Él debería hacer un esfuerzo y pensar en su futuro, que creo que está en el Barça"".",1.0,Spanish
@user Princesa más hermosa,3.0,Spanish
Cuando voy a entender que no todos actuarían de la misma manera que yo 😥,3.4,Spanish
@user Que necesitas?,1.0,Spanish
@user Brutos no son; no vuelan porque le temen a los cables de alta tensión. Todo fríamente calculado.,1.8,Spanish
"@user @user @user @IdiazAyuso Isabel, por favor, apoya a los más necesitados.",1.5,Spanish
Falleció nicaragüense embarazada que viajaba en contenedor del tráiler asegurado en Monclova http,1.75,Spanish
#VolvióSábadoSigoChilenosQue despertaron muy bien acompañados 😊🐈♥️ http,2.4,Spanish
Necesito moots que me den bola y un abrazo porque esa carta me dejo sencible,2.6,Spanish
ACABA DE LLEGAR VISITA INESPERADA A MI CASA LPM,3.0,Spanish
Hacerse la víctima y hacer como que esta todo bien . Diez estrellas 🌟,2.6,Spanish
@user Jaja si se ve pero las apariencias engañan jajaj 😜😅na te creas ahí cuando quieras le damos ✌️,3.0,Spanish
El cumpleaños empezó hace 25 minutos y sigo en mi pueblo y con el regalo sin comprar🙃,3.4,Spanish
Hoy es un buen día para recordar la corrupción del #ViejoChillon y de su hijo #JoseRamonLopezBeltran18 http,1.75,Spanish
@user pues pq lo sé,1.4,Spanish
🔔 Las buenas relaciones de pareja tienen este poderoso ingrediente http,1.6,Spanish
@user 2019 subió 30 pesos el transporte y quemaron Chile... Donde esta la primera línea,1.2,Spanish
"@user Yo viendo esto ""hace 20 horas""🫠",2.0,Spanish
fue mucho para Sancar 😭 ElErrorDeSancar #EmbajadorNova30Abr #EnginAkyürek #SancarEfeoğlu,1.0,Spanish
"Quiero que sepas que no te odio y nunca lo haré, ya que hacerlo significaría sentir algo por ti…",3.4,Spanish
Que juega,1.0,Spanish
“me apetece jugar a algo diferente” acaba jugando al fnaf,1.4,Spanish
"Si tienes que disculparte con un transo por tener útero, no es transfobia, es misoginia.",2.0,Spanish
